"SKU","UPC","DESCRIPTION","STYLE","COLOR","SIZE","WHOLESALE_PRICE","DISCONTINUED","CLEARANCE","QTY_AVAILABLE","REPLENISH_DATE"
"L9138X","846073032896","MEN'S ZIP UP LEATHER THONG","L9138X","BLACK","Q/S","11","No","No","25",""
"L9139","846073032902","MEN'S THONG W/ SIDE SNAPS","L9139","BLACK","O/S","11","No","No","14",""
"L9139X","846073032919","MEN'S THONG W/ SIDE SNAPS","L9139X","BLACK","Q/S","12","No","No","15",""
"L9140","846073032926","MEN'S LEATHER THONG W/ RINGS","L9140","BLACK","O/S","12","No","No","0","02/15/24"
"L9140X","846073032933","MEN'S LEATHER THONG W/ RINGS","L9140X","BLACK","Q/S","13","No","No","17",""
"L9141","846073032940","MEN'S LEATHER THONG","L9141","BLACK","O/S","11","No","No","14","02/15/24"
"L9141X","846073032957","MEN'S LEATHER THONG","L9141X","BLACK","Q/S","12","No","No","11",""
"L9143","846073032988","MEN'S LEATHER THONG W/ LACE UP","L9143","BLACK","O/S","10","No","No","0","12/30/23"
"L9146","846073032995","MEN'S LEATHER THONG WITH SNAPS","L9146","BLACK","O/S","10","No","No","12",""
"L9147","846073029377","LEATHER COLLAR W/ STUDS AND O","L9147","BLACK","O/S","7.5","No","No","0",""
"L9149","846073029391","LEATHER COLLAR W/ CHAINS AND ","L9149","BLACK","O/S","8.5","No","No","23",""
"L9150","846073029407","LEATHER COLLAR W/ O RING","L9150","BLACK","O/S","10","No","No","8",""
"L9151","846073029414","LEATHER COLLAR W/ CHAIN DETAIL","L9151","BLACK","O/S","16.5","No","No","26",""
"L9152","846073029421","LEATHER BLINDFOLD","L9152","BLACK","O/S","4","No","No","0","12/30/23"
"L9153","846073029438","LEATHER WHIP","L9153","BLACK","O/S","8","No","No","0","12/30/23"
"L9154","846073029445","LEATHER WHIP W/ STUDS ON HANDL","L9154","BLACK","O/S","9","No","No","0","12/30/23"
"L9161","846073029490","BLK. COLLAR TO WRIST RESTRAINT","L9161","BLACK","O/S","16","No","No","19",""
"L9161R","840295107035","RED COLLAR TO WRIST RESTRAINT","L9161","RED","O/S","16","No","No","24",""
"L9166","846073029513","CHAIN LEASH W/ LEATHER HANDLE","L9166","BLACK","O/S","6","No","No","14",""
"L9168","846073032575","LEATHER GARTER BELT","L9168","BLACK","O/S","10","No","No","4","12/30/23"
"L9168X","846073032582","LEATHER GARTER BELT","L9168X","BLACK","Q/S","11","No","No","4",""
"L9170","846073032612","LEATHER GARTERBELT W/ 8 STRAPS","L9170","BLACK","O/S","11.5","No","No","0","02/15/24"
"L9170X","846073032629","LEATHER GARTERBELT W/ 8 STRAPS","L9170X","BLACK","Q/S","12.5","No","No","15",""
"L9171","846073029520","LEATHER LACE UP GLOVES","L9171","BLACK","O/S","14.5","No","No","16",""
"L9172","846073029537","LEATHER CHOKER","L9172","BLACK","O/S","5","No","No","6","12/30/23"
"L9173","846073029544","LEATHER CHOKER W/ STUDS","L9173","BLACK","O/S","5","No","No","6","12/30/23"
"L9175","846073029551","LEATHER CHOKER W/ CHAIN DETAIL","L9175","BLACK","O/S","5","No","No","14","12/30/23"
"L9180","846073008273","PLAIN LEATHER G-STRING","L9180","BLACK","O/S","6","No","No","30",""
"L9180X","846073032216","PLAIN LEATHER G-STRING","L9180X","BLACK","Q/S","6.5","No","No","17",""
"L9186","846073032247","LEATHER G-STRING W/ CHAINS","L9186","BLACK","O/S","7","No","No","36",""
"L9187","846073032261","LEATHER CUT OUT G-STRING","L9187","BLACK","O/S","7","No","No","16",""
"L9187X","846073032278","LEATHER CUT OUT G-STRING","L9187X","BLACK","Q/S","7.5","No","No","12",""
"L9197","846073035279","LEATHER CUT OUT THONG W/ CHAIN","L9197","BLACK","O/S","10","No","No","29",""
"L9197R","840295107042","LEATHER CUT OUT THONG W/ CHAIN","L9197","RED","O/S","10","No","No","13",""
"L9197X","846073035286","LEATHER CUT OUT THONG W/ CHAIN","L9197X","BLACK","Q/S","11","No","No","30",""
"L9197XR","840295108520","LEATHER CUT OUT THONG W/ CHAIN","L9197X","RED","Q/S","11","No","No","15",""
"L9202","846073035293","LEATHER THONG","L9202","BLACK","O/S","8","No","No","12",""
"L9202X","846073035309","LEATHER THONG","L9202X","BLACK","Q/S","8.5","No","No","10",""
"L9203","846073035316","LEATHER ZIP UP THONG","L9203","BLACK","O/S","8.5","No","No","16",""
"L9203X","846073035323","LEATHER ZIP UP THONG","L9203X","BLACK","Q/S","9","No","No","16",""
"L9206XSALE","846073035361","LEATHER THONG W/ ALL OVER STUD","L9206X","BLACK","Q/S","4.5","Yes","No","0",""
"L9252","846073032360","MICRO LEATHER G-STRING","L9252","BLACK","O/S","5","No","No","20","02/15/24"
"L9256","846073029681","WRIST TO ANKLE RESTRAINTS","L9256","BLACK","O/S","14","No","No","6","02/15/24"
"L9257","846073029698","LEATHER BLINDFOLD WITH STUDS","L9257","BLACK","O/S","4.5","No","No","0","12/30/23"
"L9267","846073029735","LEATHER GLOVES W/STUDS","L9267","BLACK","O/S","13","No","No","9","12/30/23"
"L9284-L","846073063104","MESH TANK TOP","L9284","BLACK","L","12","No","No","11",""
"L9284-M","846073063098","MESH TANK TOP","L9284","BLACK","M","12","No","No","11",""
"L9284-XL","846073063111","MESH TANK TOP","L9284","BLACK","XL","12","No","No","0",""
"L9285-L","846073063135","LEATHER AND MESH SHORTS","L9285","BLACK","L","11","No","No","6",""
"L9285-M","846073063128","LEATHER AND MESH SHORTS","L9285","BLACK","M","11","No","No","4","12/30/23"
"L9285-XL","846073063142","LEATHER AND MESH SHORTS","L9285","BLACK","XL","11","No","No","5",""
"L9419","846073085526","LONG LEATHER GLOVES","L9419","BLACK","O/S","17.95","No","No","25",""
"L9420","846073085533","LEATHER AND CHAIN RESTRAINTS","L9420","BLACK","O/S","27.95","No","No","30",""
"L9429","846073085540","LEATHER DOMINATRIX HAT","L9429","BLACK","O/S","16.95","No","No","26",""
"L9435SALE","846073086707","LEATHER G-STRING & A TIE","L9435","BLACK","O/S","5.96","Yes","No","113",""
"L9439","840295100821","LEATHER BLINDFOLD W/ 'D' RING","L9439","BLACK","O/S","5.95","No","No","17",""
"L9466SALE","846073029803","WRIST CUFF W/SQUARE NAILHEADS ","L9466","BLACK","O/S","2","Yes","Yes","0",""
"L9620","846073070164","CHOKER W/ NAIL HEADS AND RINGS","L9620","BLACK","O/S","11","No","No","20",""
"L9624","846073029872","LEATHER CHOKER WITH RING","L9624","BLACK","O/S","8","No","No","7",""
"L9663","846073032803","4 PC MENS SET HARNESS & COLLAR","L9663","BLACK","O/S","35","No","No","16",""
"L9707","840295102030","LEATHER HOG TIE RESTRAINTS","L9707","BLACK","O/S","13","No","No","0","12/30/23"
"L9716","840295107073","FUR LINED CHOKER W/ LEASH","L9716","BLACK","O/S","12","No","No","0","12/30/23"
"L9719","840295105512","LEATHER FINGERLESS GLOVES","L9719","BLACK","O/S","15","No","No","9",""
"L9720","840295107080","COLLAR WITH ATTACHED PASTIES","L9720","BLACK","O/S","6.5","No","No","0","12/30/23"
"L9722","840295106786","COLLAR TO WRIST RESTRAINTS","L9722","BLACK","O/S","20","No","No","10",""
"L9724","840295102047","LEATHER PASTIES","L9724","BLACK","O/S","4.5","No","No","31",""
"L9731","840295106793","3 CHAIN AND LEATHER COLLAR","L9731","BLACK","O/S","10","No","No","29",""
"L9744","840295107103","LEATHER BLINDFOLD W/ TRIM","L9744","v2246x","O/S","6.5","No","No","23",""
"L9746","840295107097","WRIST CUFFS WITH CHAIN","L9746","BLACK","O/S","13","No","No","7",""
"L9762","840295112541","LEG GARTERS WITH D RING DETAIL","L9762","BLACK","O/S","8.25","No","No","17",""
"L9774","840295118888","2 PC. SET. HARNESS & G-STRING","L9774","BLACK","O/S","17","No","No","14",""
"L9776","840295112060","GARTER BELT W/ STUDS & ZIPPER","L9776","BLACK","O/S","17","No","No","22",""
"L9776X","840295112077","GARTER BELT W/ STUDS & ZIPPER","L9776X","BLACK","Q/S","18","No","No","7",""
"L9782SALE","840295112619","LEATHER MASK W/ NAIL HEADS","L9782","BLACK","O/S","2.13","Yes","Yes","0",""
"L9783","840295112299","LEATHER SLUT PADDLE","L9783","BLACK","O/S","12","No","No","5","12/30/23"
"L9784","840295112626","MENS LEATHER POUCH W/ NAIL HEA","L9784","BLACK","O/S","10","No","No","0","12/30/23"
"L9784X","840295112633","MENS LEATHER POUCH W/ NAIL HEA","L9784X","BLACK","Q/S","11","No","No","32",""
"L9790","840295118949","LEATHER ARM GUARDS","L9790","BLACK","O/S","15.95","No","No","12",""
"L9797","846073029919","CHOKER W/CHAIN DETAIL","L9797","BLACK","O/S","5","No","No","21","05/15/22"
"L9800","840295144689","LEATHER & CHAIN PASTIES","L9800","BLACK","O/S","5","No","No","19","12/30/23"
"L9801","840295144696","LEATHER & CHAIN PASTIES","L9801","BLACK","O/S","5.5","No","No","0","12/15/23"
"L9803","840295124322","LEATHER PASTIES W/CHAIN DETAIL","L9803","BLACK","O/S","6.5","No","No","39","12/15/23"
"L9804","840295124339","LEATHER PASTIES WITH RINGS","L9804","BLACK","O/S","4.5","No","No","0","12/30/23"
"L9814","840295124315","CHAIN WHIP WITH LEATHER HANDLE","L9814","BLACK","O/S","9.5","No","No","0","05/15/22"
"L9817","840295124216","LEATHER LEASH WITH 4 CHAINS","L9817","BLACK","O/S","11.5","No","No","12",""
"L9821","840295148175","LEATHER GARTER BELT","L9821","BLACK","O/S","15.95","No","No","39",""
"L9822","840295129167","LEATHER & CHAIN MASK","L9822","BLACK","O/S","4.95","No","No","18",""
"L9823","840295144702","LEATHER CHAIN COLLAR TO WRIST","L9823","BLACK","O/S","15.95","No","No","9","02/15/24"
"L9829","840295132976","LEATHER BLINDFOLD W/NAIL HEADS","L9829","BLACK","O/S","5.95","No","No","6","02/15/24"
"L9830","840295140063","LEATHER GARTER BELT","L9830","BLACK","O/S","10.95","No","No","8",""
"L9834","840295132983","LEATHER CHOKER W/CHAIN DETAIL","L9834","BLACK","O/S","11.95","No","No","0","12/30/23"
"L9835","840295132990","LEATHER CHOKER","L9835","BLACK","O/S","8.95","No","No","11",""
"L9836","840295140070","LEATHER & MESH PANTY","L9836","BLACK","O/S","5.95","No","No","22",""
"L9837-L","840295140100","LEATHER & MESH WAIST CINCHER","L9837","BLACK","L","11.95","No","No","11",""
"L9837-M","840295140094","LEATHER & MESH WAIST CINCHER","L9837","BLACK","M","11.95","No","No","28",""
"L9837-S","840295140087","LEATHER & MESH WAIST CINCHER","L9837","BLACK","S","11.95","No","No","18",""
"L9837-XL","840295140117","LEATHER & MESH WAIST CINCHER","L9837","BLACK","XL","11.95","No","No","17",""
"L9839","840295140124","LEATHER AND CHAIN CHOKER","L9839","BLACK","O/S","8.95","No","No","7","02/15/24"
"L9841","840295140131","LEATHER & CHAIN GARTER BELT","L9841","BLACK","O/S","12.95","No","No","8",""
"L9842","840295140148","LEATHER HAIR GLOVE","L9842","BLACK","O/S","4.95","No","No","0",""
"L9844","840295135120","LEATHER BULLWHIP BLACK","L9844","BLACK","O/S","15.95","No","No","0","10/20/21"
"L9845","840295140001","LEATHER CROTCHLESS PANTY","L9845","BLACK","O/S","9.95","No","No","11",""
"L9845X","840295140018","LEATHER CROTCHLESS PANTY","L9845X","BLACK","Q/S","10.95","No","No","0","12/30/23"
"L9849","840295144528","CHAIN COLLAR","L9849","BLACK","O/S","6.95","No","No","0","12/30/23"
"L9852","840295148182","LEATHER THONG","L9852","BLACK","O/S","6.95","No","No","9","12/30/23"
"L9853","840295148199","CHIAN AND LEATHER G-STRING","L9853","BLACK","O/S","4.95","No","No","43",""
"L9869-L/XL","846073037372","LEATHER KILT","L9869","BLACK","L/XL","36","No","No","12",""
"L9869-S/M","846073037365","LEATHER KILT","L9869","BLACK","S/M","36","No","No","11",""
"L9890","846073037440","LEATHER WHIP W/ SILVER HANDLE","L9890","BLACK","O/S","8.5","No","No","233",""
"L9986","846073037471","LEATHER CAT MASK W/ NAIL HEADS","L9986","BLACK","O/S","7","No","No","16",""
"L9987","846073037495","LEATHER BLIND FOLD","L9987","BLACK","O/S","6","No","No","0","02/15/24"
"L9989","846073037341","LEATHER HARNESS","L9989","BLACK","O/S","20","No","No","10",""
"L9990","846073037426","LEATHER PADDLE","L9990","BLACK","O/S","13.5","No","No","33",""
"L9992-SSALE","846073037303","LEATHER UNISEX HARNESS","L9992","BLACK","S","16.5","Yes","No","0",""
"L9994","840295100869","LEATHER CHOKER WITH O RING","L9994","BLACK","O/S","14.95","No","No","8",""
"L9995","846073037358","MEN'S LEATHER JOCK STRAP","L9995","BLACK","O/S","8.5","No","No","18",""
"L9995X","840295112640","MEN'S LEATHER JOCK STRAP","L9995X","BLACK","Q/S","9.5","No","No","0",""
"L9996","840295100876","LEATHER CHOKER","L9996","BLACK","O/S","12.95","No","No","7",""
"L9997","840295100449","THIGH TO WRIST RESTRAINT","L9997","BLACK","O/S","14.95","No","No","11",""
"V1123","846073025829","VINYL MINI BRA AND G-STRING","V1123","BLACK","O/S","6","No","No","80",""
"V1160-L","840295107240","VINYL CAMI TOP & BOOTY SHORTS","V1160","BLACK","L","15","No","No","29",""
"V1160-M","840295107233","VINYL CAMI TOP & BOOTY SHORTS","V1160","BLACK","M","15","No","No","16",""
"V1160-S","840295107226","VINYL CAMI TOP & BOOTY SHORTS","V1160","BLACK","S","15","No","No","0",""
"V1160-XL","840295107257","VINYL CAMI TOP & BOOTY SHORTS","V1160","BLACK","XL","15","No","No","21",""
"V1172-L","840295112756","VINYL & FISHNET 2 PC. SET","V1172","BLACK","L","13.95","No","No","18",""
"V1172-M","840295112749","VINYL & FISHNET 2 PC. SET","V1172","BLACK","M","13.95","No","No","4","12/30/23"
"V1172-S","840295112732","VINYL & FISHNET 2 PC. SET","V1172","BLACK","S","13.95","No","No","19",""
"V1172-XL","840295112763","VINYL & FISHNET 2 PC. SET","V1172","BLACK","XL","13.95","No","No","20",""
"V1173","840295118956","2 PC. VINYL BRA & G-STRING","V1173","BLACK","O/S","10","No","No","31","12/30/23"
"V1186-L","840295124360","VINYL BUSTIER W/ OPEN SIDES","V1186","BLACK","L","11.5","No","No","37",""
"V1186-M","840295124353","VINYL BUSTIER W/ OPEN SIDES","V1186","BLACK","M","11.5","No","No","0",""
"V1186-S","840295124346","VINYL BUSTIER W/ OPEN SIDES","V1186","BLACK","S","11.5","No","No","11",""
"V1186-XL","840295124377","VINYL BUSTIER W/ OPEN SIDES","V1186","BLACK","XL","11.5","No","No","10",""
"V1188-L","840295124407","VINYL CAMI & BOOTY SHORTS","V1188","BLACK","L","12.5","No","No","45",""
"V1188-M","840295124391","VINYL CAMI & BOOTY SHORTS","V1188","BLACK","M","12.5","No","No","59",""
"V1188-S","840295124384","VINYL CAMI & BOOTY SHORTS","V1188","BLACK","S","12.5","No","No","65",""
"V1188-XL","840295124414","VINYL CAMI & BOOTY SHORTS","V1188","BLACK","XL","12.5","No","No","8",""
"V1190","840295129198","STRAPPY BRA TOP & BOOTY SHORTS","V1190","BLACK","O/S","12.95","No","No","20",""
"V1190X","840295129204","STRAPPY BRA TOP & BOOTY SHORTS","V1190X","BLACK","Q/S","13.95","No","No","12",""
"V1194","840295144719","VINYL 2 PC SET","V1194","BLACK","O/S","10.95","No","No","9","12/30/23"
"V1198","840295140155","2 PC VINYL & CHAIN SET","V1198","BLACK","O/S","10.95","No","No","16","12/30/23"
"V1206-L","840295140384","3 PC VINYL BRA SET","V1206","BLACK","L","15.95","No","No","18",""
"V1206-M","840295140377","3 PC VINYL BRA SET","V1206","BLACK","M","15.95","No","No","5",""
"V1206-S","840295140360","3 PC VINYL BRA SET","V1206","BLACK","S","15.95","No","No","10",""
"V1206-XL","840295140391","3 PC VINYL BRA SET","V1206","BLACK","XL","15.95","No","No","24",""
"V1208-L","840295140193","2 PC VINYL SET","V1208","BLACK","L","13.95","No","No","41",""
"V1208-M","840295140186","2 PC VINYL SET","V1208","BLACK","M","13.95","No","No","38",""
"V1208-S","840295140179","2 PC VINYL SET","V1208","BLACK","S","13.95","No","No","26",""
"V1208-XL","840295140209","2 PC VINYL SET","V1208","BLACK","XL","13.95","No","No","26",""
"V1210","840295140216","VINYL CHAIN BRA & G-STRING","V1210","BLACK","O/S","15.95","No","No","29",""
"V1212","840295148304","VINYL 2 PC BRA SET","V1212","BLACK","O/S","11.95","No","No","0","12/30/23"
"V1215","840295144726","2 PC VINYL HARNESS SET","V1215","BLACK","O/S","9.95","No","No","24","02/15/24"
"V1218","840295148212","2 PC VINYL HARNESS SET","V1218","BLACK","O/S","12.95","No","No","15",""
"V1223","840295148229","2 PC VINYL SET","V1223","BLACK","O/S","13.95","No","No","0","02/15/24"
"V1224","840295144733","2 PC VINYL BRA ST","V1224","BLACK","O/S","9.95","No","No","61",""
"V1226","840295144740","2 PC VINYL & CHAIN SET","V1226","BLACK","O/S","14.95","No","No","30",""
"V1227","840295144757","VINYL HARNESS SET","V1227","BLACK","O/S","15.95","No","No","15",""
"V1241","840295148205","2 PC VINYL SET","V1241","BLACK","O/S","9.95","No","No","29",""
"V1907","840295144764","BRA AND G-STRING","V1907","BLACK","O/S","9.95","No","No","70",""
"V1926","846073085595","TOP, WAIST CINCHER, G-STRING","V1926","BLACK","O/S","14","No","No","14",""
"V1954X-1X","840295112800","VINYL & MESH GOWN W/G-STRING","V1954X","BLACK","1X","20.95","No","No","20",""
"V1954X-2X","840295112817","VINYL & MESH GOWN W/G-STRING","V1954X","BLACK","2X","20.95","No","No","14","11/05/17"
"V1954X-3X","840295112824","VINYL & MESH GOWN W/G-STRING","V1954X","BLACK","3X","20.95","No","No","7",""
"V1954-L","840295112794","VINYL & MESH GOWN W/G-STRING","V1954","BLACK","L","19.95","No","No","0","12/30/23"
"V1954-M","840295112787","VINYL & MESH GOWN W/G-STRING","V1954","BLACK","M","19.95","No","No","14",""
"V1954-S","840295112770","VINYL & MESH GOWN W/G-STRING","V1954","BLACK","S","19.95","No","No","0","12/30/23"
"V1956","840295129242","HARNESS BOOTY SHORTS","V1956","BLACK","O/S","5.5","No","No","8",""
"V2144-L","846073026024","VINYL LACE UP TEDDY W/ STUD TR","V2144","BLACK","L","13.5","No","No","9",""
"V2144-M","846073026031","VINYL LACE UP TEDDY W/STUD TRI","V2144","BLACK","M","13.5","No","No","12",""
"V2144-S","846073026048","VINYL LACE UP TEDDY W/STUD TRI","V2144","BLACK","S","13.5","No","No","22",""
"V2164","846073026246","VINYL STRAP TEDDY W/O RINGS","V2164","BLACK","O/S","13","No","No","39","02/15/24"
"V2164X","846073026253","VINYL STRAP TEDDY W/O RINGS","V2164X","BLACK","Q/S","14.5","No","No","12",""
"V2252X","840295107332","FISHNET & VINYL TEDDY","V2252X","BLACK","Q/S","10","Yes","No","39",""
"V2257","840295107400","VINYL LACE FRONT TEDDY","V2257","BLACK","O/S","13","No","No","93",""
"V2266X-1X","840295119014","VINYL & FISHNET CAMISETTE","V2266X","BLACK","1X","11","No","No","16",""
"V2266X-2X","840295119021","VINYL & FISHNET CAMISETTE","V2266X","BLACK","2X","11","No","No","8",""
"V2266X-3X","840295119038","VINYL & FISHNET CAMISETTE","V2266X","BLACK","3X","11","No","No","4",""
"V2266-L","840295119007","VINYL & FISHNET CAMISETTE","V2266","BLACK","L","10","No","No","25",""
"V2266-M","840295118994","VINYL & FISHNET CAMISETTE","V2266","BLACK","M","10","No","No","29",""
"V2266-S","840295118987","VINYL & FISHNET CAMISETTE","V2266","BLACK","S","10","No","No","31",""
"V2267","840295124421","VINYL STRAPPY TEDDY","V2267","BLACK","O/S","12.5","No","No","21",""
"V2267X","840295124438","VINYL STRAPPY TEDDY","V2267X","BLACK","Q/S","13.5","No","No","0",""
"V2269","840295129259","CUPLESS & CROTCHLESS TEDDY","V2269","BLACK","O/S","9.95","No","No","124",""
"V2269X","840295129266","CUPLESS & CROTCHLESS TEDDY","V2269X","BLACK","Q/S","10.95","No","No","10",""
"V2271X-1X","840295124476","VINYL & FISHNET TEDDY W/CHAINS","V2271X","BLACK","1X","10.5","No","No","17",""
"V2271X-2X","840295124483","VINYL & FISHNET TEDDY W/CHAINS","V2271X","BLACK","2X","10.5","No","No","19",""
"V2271X-3X","840295124490","VINYL & FISHNET TEDDY W/CHAINS","V2271X","BLACK","3X","10.5","No","No","0","12/30/23"
"V2271-L","840295124469","VINYL & FISHNET TEDDY W/CHAINS","V2271","BLACK","L","9.5","No","No","0","12/30/23"
"V2271-M","840295124452","VINYL & FISHNET TEDDY W/CHAINS","V2271","BLACK","M","9.5","No","No","10",""
"V2271-S","840295124445","VINYL & FISHNET TEDDY W/CHAINS","V2271","BLACK","S","9.5","No","No","17",""
"V2279","840295129273","VINYL&MESH TEDDY W/CHAIN FRONT","V2279","BLACK","O/S","12.95","No","No","98",""
"V2281","840295129280","VINYL TEDDY W/ CHAINS","V2281","BLACK","O/S","10.5","No","No","36","02/15/24"
"V2286","840295140223","FISHNET & VINYL TEDDY","V2286","BLACK","O/S","11.95","No","No","70",""
"V2286X","840295144771","FISHNET & VINYL TEDDY","V2286X","BLACK","Q/S","12.95","No","No","10",""
"V2293-L","840295140254","FISHNET & VINYL TEDDY","V2293","BLACK","L","9.95","No","No","33",""
"V2293-M","840295140247","FISHNET & VINYL TEDDY","V2293","BLACK","M","9.95","No","No","30",""
"V2293-S","840295140230","FISHNET & VINYL TEDDY","V2293","BLACK","S","9.95","No","No","32",""
"V2293-XL","840295140261","FISHNET & VINYL TEDDY","V2293","BLACK","XL","9.95","No","No","21",""
"V2294","840295144788","VINYL TEDDY","V2294","BLACK","O/S","13.95","No","No","12","12/30/23"
"V2295-L","840295144818","VINYL TEDDY","V2295","BLACK","L","11.95","No","No","9",""
"V2295-M","840295144801","VINYL TEDDY","V2295","BLACK","M","11.95","No","No","20",""
"V2295-S","840295144795","VINYL TEDDY","V2295","BLACK","S","11.95","No","No","23",""
"V2295-XL","840295144825","VINYL TEDDY","V2295","BLACK","XL","11.95","No","No","20",""
"V2302","840295148236","VINYL TEDDY","V2302","BLACK","O/S","12.95","No","No","33",""
"V2303","840295144832","VINYL TEDDY","V2303","BLACK","O/S","7.95","No","No","0","02/15/24"
"V2306","840295148243","VINYL HARNESS TEDDY","V2306","BLACK","O/S","9.95","No","No","18",""
"V2466-L","840295148274","VINYL TOP","V2466","BLACK","L","12.95","No","No","26",""
"V2466-M","840295148267","VINYL TOP","V2466","BLACK","M","12.95","No","No","0","02/15/24"
"V2466-S","840295148250","VINYL TOP","V2466","BLACK","S","12.95","No","No","11",""
"V2466-XL","840295148281","VINYL TOP","V2466","BLACK","XL","12.95","No","No","18",""
"V2934","846073063227","VINYL TEDDY WITH LACE UP FRONT","V2934","BLACK","O/S","13","No","No","37","12/30/23"
"V3145X-40","846073085830","VINYL CORSET W/ BUCKLE DETAIL","V3145X","BLACK","40","19","No","No","19",""
"V3145X-42","846073085847","VINYL CORSET W/ BUCKLE DETAIL","V3145X","BLACK","42","19","No","No","14",""
"V3145X-44","846073085854","VINYL CORSET W/ BUCKLE DETAIL","V3145X","BLACK","44","19","No","No","21",""
"V3145-32","846073085793","VINYL CORSET W/ BUCKLE DETAIL","V3145","BLACK","32","18","No","No","18",""
"V3145-34","846073085809","VINYL CORSET W/ BUCKLE DETAIL","V3145","BLACK","34","18","No","No","11",""
"V3145-36","846073085816","VINYL CORSET W/ BUCKLE DETAIL","V3145","BLACK","36","18","No","No","15",""
"V3145-38","846073085823","VINYL CORSET W/ BUCKLE DETAIL","V3145","BLACK","38","18","No","No","21",""
"V3151X-40","840295107158","CUPLESS BUSTIER W/ G-STRING","V3151X","BLACK","40","19","No","No","19",""
"V3151X-42","840295107165","CUPLESS BUSTIER W/ G-STRING","V3151X","BLACK","42","19","No","No","16",""
"V3151X-44","840295107172","CUPLESS BUSTIER W/ G-STRING","V3151X","BLACK","44","19","No","No","12",""
"V3151-32","840295107110","CUPLESS BUSTIER W/ G-STRING","V3151","BLACK","32","18","No","No","15",""
"V3151-34","840295107127","CUPLESS BUSTIER W/ G-STRING","V3151","BLACK","34","18","No","No","8",""
"V3151-36","840295107134","CUPLESS BUSTIER W/ G-STRING","V3151","BLACK","36","18","No","No","8",""
"V3151-38","840295107141","CUPLESS BUSTIER W/ G-STRING","V3151","BLACK","38","18","No","No","24",""
"V3160-32","840295144849","VINYL LACE UP CORSET","V3160","BLACK","32","17.95","No","No","13",""
"V3160-34","840295144856","VINYL LACE UP CORSET","V3160","BLACK","34","17.95","No","No","21",""
"V3160-36","840295144863","VINYL LACE UP CORSET","V3160","BLACK","36","17.95","No","No","23",""
"V3160-38","840295144870","VINYL LACE UP CORSET","V3160","BLACK","38","17.95","No","No","31",""
"V3162-32","840295129334","VINYL CORSET W/ LACE UP FRONT","V3162","BLACK","32","14.95","No","No","22",""
"V3162-34","840295129341","VINYL CORSET W/ LACE UP FRONT","V3162","BLACK","34","14.95","No","No","17","02/15/24"
"V3162-36","840295129358","VINYL CORSET W/ LACE UP FRONT","V3162","BLACK","36","14.95","No","No","23",""
"V3162-38","840295129365","VINYL CORSET W/ LACE UP FRONT","V3162","BLACK","38","14.95","No","No","8","12/30/23"
"V4121-L","846073050043","VINYL ZIP UP TOP","V4121","BLACK","L","9.75","No","No","19",""
"V4121-M","846073050036","VINYL ZIP UP TOP","V4121","BLACK","M","9.75","No","No","7",""
"V4121-S","846073050029","VINYL ZIP UP TOP","V4121","BLACK","S","9.75","No","No","9",""
"V4121-XL","846073050050","VINYL ZIP UP TOP","V4121","BLACK","XL","9.75","No","No","25",""
"V4122X-1X","846073026765","VINYL ZIP UP TOP","V4122X","BLACK","1X","12","No","No","8",""
"V4122X-2X","846073026772","VINYL ZIP UP TOP","V4122X","BLACK","2X","12","No","No","5",""
"V4122X-3X","846073026789","VINYL ZIP UP TOP","V4122X","BLACK","3X","12","No","No","10",""
"V4122-L","846073026734","VINYL ZIP UP TOP","V4122","BLACK","L","10","No","No","0","12/30/23"
"V4122-M","846073026741","VINYL ZIP UP TOP","V4122","BLACK","M","10","No","No","0","12/30/23"
"V4122-S","846073026758","VINYL ZIP UP TOP","V4122","BLACK","S","10","No","No","0","12/30/23"
"V4281-L","840295144900","VINYL ZIP FRONT VEST","V4281","BLACK","L","11.95","No","No","16",""
"V4281-M","840295144894","VINYL ZIP FRONT VEST","V4281","BLACK","M","11.95","No","No","17",""
"V4281-S","840295144887","VINYL ZIP FRONT VEST","V4281","BLACK","S","11.95","No","No","26",""
"V4281-XL","840295144917","VINYL ZIP FRONT VEST","V4281","BLACK","XL","11.95","No","No","23",""
"V4283-L","840295129396","VINYL OPEN BUST TOP W/ CHAINS","V4283","BLACK","L","6.95","No","No","0",""
"V4283-M","840295129389","VINYL OPEN BUST TOP W/ CHAINS","V4283","BLACK","M","6.95","No","No","0",""
"V4283-S","840295129372","VINYL OPEN BUST TOP W/ CHAINS","V4283","BLACK","S","6.95","No","No","0",""
"V4283-XL","840295140308","VINYL OPEN BUST TOP W/ CHAINS","V4283","BLACK","XL","6.95","No","No","7",""
"V4293-L","840295140292","VINYL LACE UP TOP","V4293","BLACK","L","11.95","No","No","14",""
"V4293-S","840295140278","VINYL LACE UP TOP","V4293","BLACK","S","11.95","No","No","6",""
"V4293-XL","840295140308","VINYL LACE UP TOP","V4293","BLACK","XL","11.95","No","No","14",""
"V4341X-1X","846073086424","BLACK VINYL LACE UP TEDDY","V4341X","BLACK","1X","19.5","No","No","12",""
"V4341X-2X","846073086431","BLACK VINYL LACE UP TEDDY","V4341X","BLACK","2X","19.5","No","No","6",""
"V4341X-3X","846073086448","BLACK VINYL LACE UP TEDDY","V4341X","BLACK","3X","19.5","No","No","8",""
"V4341-L","846073027052","BLACK VINYL LACE UP TEDDY","V4341","BLACK","L","18.5","No","No","18",""
